,Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,status
10797,13581,0.86,0.84,3,177,3,0,0,sales,medium,1
10798,13582,0.21,0.43,5,175,2,1,0,sales,high,1
10799,13583,0.94,0.59,3,151,2,0,0,sales,low,1
10800,13584,0.98,0.74,3,185,3,0,0,sales,medium,1
10801,13585,0.42,0.45,3,227,3,0,0,sales,medium,1
10802,13586,0.98,0.89,4,218,2,0,0,sales,medium,1
10803,13587,1.0,0.93,5,167,3,0,0,sales,medium,1
10804,13588,0.95,0.52,3,183,2,1,0,sales,low,1
10805,13589,0.95,0.5,4,259,3,0,0,sales,low,1
10806,13590,0.68,0.53,3,138,2,1,0,sales,low,1
10807,13591,0.64,0.38,5,122,4,0,0,sales,low,1
10808,13592,0.24,0.62,6,225,6,0,0,sales,low,1
10809,13593,0.37,0.72,3,121,2,0,0,sales,low,1
10810,13594,0.67,0.4,4,274,3,0,0,sales,low,1
10811,13595,0.86,0.89,4,153,4,0,0,sales,low,1
10812,13596,0.43,0.38,3,119,2,0,0,sales,low,1
10813,13597,0.67,0.67,4,141,2,1,0,sales,low,1
10814,13598,0.92,0.6,4,161,3,0,0,IT,low,1
10815,13599,0.43,0.46,2,186,2,0,0,product_mng,low,1
10816,13600,0.52,0.8,3,252,4,0,0,product_mng,low,1
10817,13601,0.16,0.42,3,182,3,1,0,product_mng,low,1
10818,13602,0.49,0.6,4,264,2,1,0,product_mng,low,1
10819,13603,0.37,0.63,4,167,3,0,0,IT,low,1
10820,13604,0.98,0.68,5,171,3,0,0,management,high,1
10821,13605,0.33,0.97,5,130,4,0,0,management,high,1
10822,13606,0.14,0.79,5,271,4,0,0,management,high,1
10823,13607,0.54,0.79,5,249,3,1,0,management,high,1
10824,13608,0.63,0.48,4,180,4,0,0,management,high,1
10825,13609,0.55,0.69,4,220,3,1,0,management,high,1
10826,13610,0.84,0.53,3,210,4,1,0,marketing,medium,1
10827,13611,0.51,0.97,4,258,2,0,0,sales,medium,1
10828,13612,0.15,0.75,3,150,4,0,1,accounting,medium,1
10829,13613,0.97,0.79,5,259,3,0,1,support,medium,1
10830,13614,0.67,0.69,3,231,3,0,1,technical,medium,1
10831,13615,0.48,0.67,4,220,3,0,1,management,medium,1
10832,13616,0.69,0.58,4,149,3,0,1,marketing,medium,1
10833,13617,0.6,0.62,3,238,4,0,1,marketing,medium,1
10834,13618,0.82,0.71,2,209,5,0,1,marketing,medium,1
10835,13619,0.86,0.95,4,149,3,0,1,sales,medium,1
10836,13620,0.69,0.59,4,264,3,0,0,sales,medium,1
10837,13621,0.87,0.87,5,207,2,0,0,sales,high,1
10838,13622,0.17,0.78,3,239,6,0,0,sales,low,1
10839,13623,0.94,0.51,6,239,5,0,0,sales,medium,1
10840,13624,0.5,1.0,4,258,3,0,0,sales,medium,1
10841,13625,0.16,0.72,3,203,3,0,0,sales,medium,1
10842,13626,0.89,0.99,2,258,3,0,0,sales,medium,1
10843,13627,0.69,0.51,3,257,3,1,0,IT,low,1
10844,13628,0.5,0.51,5,134,3,0,0,product_mng,low,1
10845,13629,0.16,0.46,6,240,2,0,0,product_mng,low,1
10846,13630,0.75,0.99,2,237,5,1,0,product_mng,low,1
10847,13631,0.64,0.66,5,157,2,0,0,product_mng,low,1
10848,13632,0.78,0.43,4,275,3,0,0,IT,low,1
10849,13633,0.81,0.74,2,228,3,0,0,management,high,1
10850,13634,0.55,0.58,3,254,2,0,0,management,high,1
10851,13635,0.53,0.53,4,257,2,0,0,management,high,1
10852,13636,0.69,0.73,3,231,2,1,0,management,high,1
10853,13637,0.8,0.53,3,217,3,0,0,management,high,1
10854,13638,0.77,0.98,3,286,6,0,0,management,high,1
10855,13639,0.84,0.8,4,236,3,0,0,marketing,low,1
10856,13640,0.64,0.55,4,215,2,0,0,sales,low,1
10857,13641,0.78,0.57,4,157,3,0,0,accounting,low,1
10858,13642,0.67,0.7,3,149,3,0,0,support,low,1
10859,13643,0.81,0.77,3,221,2,0,0,technical,low,1
10860,13644,0.91,0.82,4,238,2,0,0,management,low,1
10861,13645,0.75,0.89,6,250,2,0,0,marketing,medium,1
10862,13646,0.78,0.96,3,202,4,1,0,marketing,medium,1
10863,13647,0.54,0.52,4,173,2,0,0,marketing,medium,1
10864,13648,0.77,0.71,5,250,3,1,0,sales,medium,1
10865,13649,0.89,0.63,4,270,3,1,0,sales,medium,1
10866,13650,0.16,0.98,3,232,5,0,0,sales,medium,1
10867,13651,0.77,0.99,4,260,3,0,0,sales,medium,1
10868,13652,0.69,0.48,5,232,4,0,0,sales,medium,1
10869,13653,0.61,0.81,4,134,3,0,0,sales,medium,1
10870,13654,0.59,0.81,4,189,3,0,0,sales,medium,1
10871,13655,0.58,0.8,4,113,3,0,0,IT,medium,1
10872,13656,0.88,0.67,5,264,3,0,0,product_mng,medium,1
10873,13657,0.51,0.63,5,260,2,0,0,product_mng,high,1
10874,13658,0.31,0.7,3,132,3,0,0,product_mng,low,1
10875,13659,0.52,0.52,4,168,3,0,0,product_mng,medium,1
10876,13660,0.57,0.46,3,186,3,1,0,IT,medium,1
10877,13661,0.5,0.77,3,267,2,0,0,management,high,1
10878,13662,0.74,0.63,3,180,3,0,0,management,high,1
10879,13663,0.74,0.77,3,211,3,0,0,management,high,1
10880,13664,0.82,0.51,2,268,2,0,0,management,high,1
10881,13665,0.74,0.71,3,206,3,0,0,management,high,1
10882,13666,0.2,0.59,6,113,3,0,0,management,high,1
10883,13667,0.63,0.48,4,179,3,0,0,marketing,low,1
10884,13668,0.19,0.8,6,157,6,1,0,sales,low,1
10885,13669,0.4,0.62,4,127,5,0,0,accounting,low,1
10886,13670,0.71,0.37,2,179,5,0,1,support,low,1
10887,13671,0.84,0.73,4,197,3,0,1,technical,low,1
10888,13672,0.59,0.84,4,251,4,1,1,management,low,1
10889,13673,0.57,0.85,4,250,3,1,1,marketing,low,1
10890,13674,0.81,0.61,2,176,5,0,1,marketing,low,1
10891,13675,0.8,0.7,4,246,3,0,1,marketing,low,1
10892,13676,0.49,0.66,3,155,3,0,1,sales,low,1
10893,13677,0.55,0.64,3,178,2,0,1,sales,low,1
10894,13678,0.68,0.4,3,213,5,1,1,sales,low,1
10895,13679,0.55,0.67,3,150,2,0,1,sales,low,1
10896,13680,0.59,0.62,3,166,2,0,0,sales,low,1
10897,13681,0.91,0.8,5,169,4,0,0,sales,low,1
10898,13682,0.48,0.9,4,208,3,0,0,sales,low,1
10899,13683,0.84,0.66,3,209,2,0,0,sales,low,1
10900,13684,0.73,0.54,4,167,3,0,0,IT,medium,1
10901,13685,0.28,0.59,6,281,3,0,0,product_mng,medium,1
10902,13686,0.77,0.65,3,156,4,0,0,product_mng,medium,1
10903,13687,0.67,0.65,3,265,3,0,0,product_mng,medium,1
10904,13688,0.5,0.53,3,142,3,1,0,product_mng,medium,1
10905,13689,0.32,0.47,3,143,4,0,0,IT,medium,1
10906,13690,0.57,0.78,3,134,3,0,0,RandD,medium,1
10907,13691,0.51,0.8,5,268,3,0,0,RandD,medium,1
10908,13692,0.61,0.6,3,255,2,0,0,RandD,medium,1
10909,13693,0.83,0.73,4,157,2,0,0,RandD,medium,1
10910,13694,0.87,0.97,5,151,3,0,0,RandD,medium,1
10911,13695,0.7,0.63,3,157,2,0,0,RandD,medium,1
10912,13696,0.78,0.65,3,139,3,0,0,marketing,high,1
10913,13697,0.71,0.53,4,196,2,1,0,sales,low,1
10914,13698,0.68,0.99,3,159,2,0,0,accounting,medium,1
10915,13699,0.75,0.53,4,224,4,1,0,support,medium,1
10916,13700,0.7,0.53,3,215,7,1,0,technical,medium,1
10917,13701,0.59,0.94,5,157,7,1,0,management,medium,1
10918,13702,0.64,0.87,4,157,7,0,0,marketing,low,1
10919,13703,0.61,0.88,5,146,7,1,0,marketing,low,1
10920,13704,0.77,0.49,2,286,7,0,0,marketing,low,1
10921,13705,0.51,0.64,3,203,3,0,0,sales,low,1
10922,13706,0.49,0.49,3,168,7,0,0,sales,low,1
10923,13707,0.77,0.75,3,170,7,0,0,sales,low,1
10924,13708,0.31,0.86,3,266,7,0,0,sales,low,1
10925,13709,0.54,0.76,3,183,3,0,0,sales,low,1
10926,13710,0.56,0.66,4,264,3,0,0,sales,low,1
10927,13711,0.65,0.77,4,205,3,0,0,sales,low,1
10928,13712,0.49,0.36,2,192,3,0,0,sales,low,1
10929,13713,0.82,0.79,3,176,3,0,0,technical,low,1
10930,13714,0.6,0.52,3,183,2,0,0,support,low,1
10931,13715,0.64,0.63,3,156,6,1,0,support,low,1
10932,13716,0.7,0.68,3,150,3,0,0,support,low,1
10933,13717,0.65,0.89,4,204,8,1,0,support,low,1
10934,13718,0.69,0.78,5,131,8,0,0,support,low,1
10935,13719,0.93,0.74,5,248,8,1,0,support,low,1
10936,13720,0.55,0.52,4,168,8,0,0,support,low,1
10937,13721,0.75,0.87,4,146,8,1,0,support,low,1
10938,13722,0.47,0.43,4,246,3,0,0,support,low,1
10939,13723,0.72,0.88,5,216,10,1,0,support,medium,1
10940,13724,0.59,0.92,3,203,10,0,0,support,medium,1
10941,13725,0.98,0.49,3,199,10,0,0,technical,medium,1
10942,13726,0.39,0.52,2,102,8,0,0,technical,medium,1
10943,13727,0.93,0.87,4,139,8,0,0,technical,medium,1
10944,13728,0.71,0.97,5,208,8,1,0,management,medium,1
10945,13729,0.49,0.54,4,215,4,0,0,IT,medium,1
10946,13730,0.63,0.93,4,233,3,0,0,IT,medium,1
10947,13731,0.45,0.64,3,169,10,0,0,IT,medium,1
10948,13732,0.77,0.64,3,190,10,1,0,IT,medium,1
10949,13733,0.77,0.63,4,236,7,0,0,IT,medium,1
10950,13734,0.5,0.92,4,266,7,0,0,product_mng,medium,1
10951,13735,0.45,0.42,4,156,7,0,0,product_mng,high,1
10952,13736,0.81,0.47,4,153,7,0,0,product_mng,low,1
10953,13737,0.83,0.67,3,175,3,0,0,product_mng,medium,1
10954,13738,0.47,0.76,6,174,10,0,0,IT,medium,1
10955,13739,0.25,0.89,4,154,10,0,0,management,high,1
10956,13740,0.89,0.55,5,251,10,0,0,management,high,1
10957,13741,0.97,0.57,3,164,10,0,0,management,high,1
10958,13742,0.6,0.65,2,225,10,0,0,management,high,1
10959,13743,0.67,0.72,2,134,10,0,0,management,high,1
10960,13744,0.89,0.77,3,144,3,0,0,management,high,1
10961,13745,0.6,0.91,5,211,3,0,0,sales,low,1
10962,13746,0.64,0.79,4,139,3,0,0,sales,low,1
10963,13747,0.57,0.66,3,268,3,0,0,sales,low,1
10964,13748,0.56,0.98,5,171,3,1,0,sales,low,1
10965,13749,0.6,0.9,4,260,2,0,0,sales,medium,1
10966,13750,0.17,0.66,6,224,3,0,0,sales,medium,1
10967,13751,0.74,0.49,4,233,3,0,0,sales,medium,1
10968,13752,0.44,0.41,3,125,7,0,0,sales,medium,1
10969,13753,0.51,0.89,4,233,7,0,0,sales,medium,1
10970,13754,0.86,0.57,3,162,7,0,0,sales,medium,1
10971,13755,0.96,0.48,4,198,7,0,0,sales,medium,1
10972,13756,0.87,0.82,4,198,7,0,0,sales,medium,1
10973,13757,0.58,0.79,3,243,3,1,0,sales,medium,1
10974,13758,0.24,0.56,4,281,7,0,0,sales,medium,1
10975,13759,0.42,0.8,4,259,7,1,0,sales,medium,1
10976,13760,0.65,0.94,4,184,7,0,0,sales,medium,1
10977,13761,0.73,0.92,6,189,3,1,0,sales,medium,1
10978,13762,0.63,0.6,4,258,3,0,0,sales,medium,1
10979,13763,0.95,0.48,4,225,3,0,0,sales,medium,1
10980,13764,0.52,0.83,5,145,3,0,0,sales,medium,1
10981,13765,0.96,0.55,3,164,3,0,0,sales,medium,1
10982,13766,0.66,0.51,4,254,2,0,0,sales,medium,1
10983,13767,0.98,0.44,4,154,6,1,0,sales,medium,1
10984,13768,0.56,0.79,5,248,3,0,0,sales,medium,1
10985,13769,0.97,0.54,3,154,8,1,0,sales,medium,1
10986,13770,0.72,0.92,3,242,8,0,0,sales,medium,1
10987,13771,0.74,0.78,4,194,8,0,0,sales,medium,1
10988,13772,0.2,0.6,5,261,8,0,0,sales,medium,1
10989,13773,0.73,0.56,3,245,8,0,0,sales,medium,1
10990,13774,0.76,0.79,3,247,3,0,0,sales,low,1
10991,13775,0.65,0.54,4,147,10,0,0,sales,low,1
10992,13776,0.66,0.5,3,139,10,1,0,sales,low,1
10993,13777,0.96,0.97,6,137,10,0,0,sales,low,1
10994,13778,0.57,0.55,4,177,8,0,0,sales,low,1
10995,13779,0.61,0.82,4,184,8,0,0,IT,low,1
10996,13780,0.57,0.69,3,212,8,0,0,product_mng,low,1
10997,13781,0.59,0.47,3,159,4,0,0,product_mng,low,1
10998,13782,0.92,0.68,4,178,3,0,0,product_mng,low,1
10999,13783,0.79,0.56,3,149,10,0,0,product_mng,low,1
11000,13784,0.95,0.66,4,223,10,0,0,IT,low,1
11001,13785,0.24,0.81,6,263,7,0,0,management,high,1
11002,13786,0.49,0.52,4,161,7,0,0,management,high,1
11003,13787,0.49,0.68,3,192,7,0,0,management,high,1
11004,13788,0.97,0.51,5,215,7,0,0,management,high,1
11005,13789,0.55,0.78,4,261,3,0,0,management,high,1
11006,13790,0.76,0.56,5,222,10,0,0,management,high,1
11007,13791,0.53,0.99,3,223,10,0,0,marketing,low,1
11008,13792,0.51,0.86,3,182,10,0,0,sales,low,1
11009,13793,0.57,0.93,2,204,10,0,0,accounting,low,1
11010,13794,0.58,0.91,3,195,10,0,0,support,low,1
11011,13795,0.6,0.98,4,146,10,0,0,technical,low,1
11012,13796,0.65,0.74,4,233,4,1,0,management,low,1
11013,13797,0.91,0.75,2,147,3,0,0,marketing,low,1
11014,13798,0.65,0.55,3,156,5,0,0,marketing,low,1
11015,13799,0.18,0.49,3,240,2,1,0,marketing,low,1
11016,13800,0.66,0.9,4,177,7,0,0,sales,low,1
11017,13801,0.78,0.8,3,135,7,0,0,sales,medium,1
11018,13802,0.82,0.65,5,178,7,1,0,sales,medium,1
11019,13803,0.54,0.64,3,190,7,0,0,sales,medium,1
11020,13804,0.95,0.84,3,240,7,0,0,sales,medium,1
11021,13805,0.65,0.85,4,172,3,0,0,sales,medium,1
11022,13806,0.83,0.55,3,271,7,0,0,sales,medium,1
11023,13807,0.15,0.6,5,188,7,0,0,sales,medium,1
11024,13808,0.59,0.59,4,197,7,0,0,IT,medium,1
11025,13809,0.99,0.94,5,151,3,0,0,product_mng,medium,1
11026,13810,0.76,0.72,3,263,3,0,0,product_mng,medium,1
11027,13811,0.64,0.67,2,223,3,0,0,product_mng,medium,1
11028,13812,0.95,0.75,4,151,3,0,0,product_mng,medium,1
11029,13813,0.53,0.66,3,191,3,0,0,IT,high,1
11030,13814,0.59,0.5,2,162,2,0,0,management,high,1
11031,13815,0.69,0.86,5,195,6,0,0,management,high,1
11032,13816,0.5,0.49,4,222,3,0,0,management,high,1
11033,13817,0.89,0.96,3,179,8,0,0,management,high,1
11034,13818,0.56,0.39,3,106,8,0,0,management,high,1
11035,13819,0.77,0.68,3,214,8,1,0,management,high,1
11036,13820,0.15,0.75,3,259,8,1,0,marketing,high,1
11037,13821,0.88,0.58,3,145,8,0,0,sales,low,1
11038,13822,0.89,0.86,4,153,3,0,0,accounting,low,1
11039,13823,0.65,0.52,2,117,10,1,0,support,low,1
11040,13824,0.58,0.99,3,207,10,0,0,technical,low,1
11041,13825,0.56,0.85,3,265,10,1,0,management,low,1
11042,13826,0.25,0.72,5,279,8,0,0,marketing,low,1
11043,13827,0.87,0.89,4,225,8,0,0,marketing,low,1
11044,13828,0.62,0.4,3,158,8,1,0,marketing,low,1
11045,13829,0.72,0.75,4,211,4,0,0,sales,medium,1
11046,13830,0.49,0.94,4,175,3,0,0,sales,medium,1
11047,13831,0.57,0.91,4,224,10,0,0,sales,medium,1
11048,13832,0.63,0.65,3,190,10,0,0,sales,medium,1
11049,13833,0.91,0.63,5,240,7,0,0,sales,medium,1
11050,13834,0.7,0.68,5,225,7,0,0,sales,medium,1
11051,13835,0.66,0.95,5,192,7,0,0,sales,medium,1
11052,13836,0.77,0.48,5,262,7,0,0,IT,medium,1
11053,13837,0.68,0.97,3,250,3,1,0,product_mng,medium,1
11054,13838,0.34,0.46,3,155,10,0,0,product_mng,medium,1
11055,13839,0.97,0.64,4,238,10,1,0,product_mng,medium,1
11056,13840,0.57,0.75,4,249,10,0,0,product_mng,medium,1
11057,13841,0.66,0.65,3,272,10,0,0,IT,medium,1
11058,13842,0.68,0.67,4,162,10,0,0,management,high,1
11059,13843,0.49,0.78,4,254,10,0,0,management,high,1
11060,13844,0.72,0.66,4,184,3,0,0,management,high,1
11061,13845,0.77,0.89,4,269,10,0,0,management,high,1
11062,13846,0.77,0.73,3,201,10,0,0,management,high,1
11063,13847,0.59,0.73,4,247,10,0,0,management,high,1
11064,13848,0.41,0.67,6,221,10,0,0,marketing,medium,1
11065,13849,0.94,0.64,5,247,10,0,0,sales,medium,1
11066,13850,0.91,0.61,4,135,10,0,0,accounting,medium,1
11067,13851,0.7,0.84,3,260,4,1,0,support,medium,1
11068,13852,0.51,0.52,3,188,3,0,0,technical,high,1
11069,13853,0.22,0.7,4,159,5,0,0,management,low,1
11070,13854,0.69,0.65,3,153,2,0,0,marketing,medium,1
11071,13855,0.2,0.68,5,167,7,0,0,marketing,medium,1
11072,13856,0.9,0.85,3,158,7,0,0,marketing,medium,1
11073,13857,0.76,0.85,3,180,7,0,0,sales,medium,1
11074,13858,0.88,0.51,3,211,7,0,0,sales,medium,1
11075,13859,0.31,0.63,4,104,7,1,0,sales,medium,1
11076,13860,0.17,0.66,6,174,3,0,0,sales,medium,1
11077,13861,0.91,0.77,3,195,7,0,0,sales,medium,1
11078,13862,0.97,0.38,5,211,7,1,0,sales,medium,1
11079,13863,0.61,0.77,5,232,7,0,0,sales,medium,1
11080,13864,0.74,0.67,5,216,3,0,0,sales,low,1
11081,13865,0.65,0.82,5,265,3,0,0,IT,low,1
11082,13866,0.87,0.73,5,184,3,0,0,product_mng,low,1
11083,13867,0.56,0.71,5,244,3,0,0,product_mng,low,1
11084,13868,0.78,0.69,4,202,3,0,0,product_mng,low,1
11085,13869,0.73,0.57,3,146,2,0,0,product_mng,low,1
11086,13870,0.66,0.78,4,161,6,0,0,IT,low,1
11087,13871,0.15,0.81,5,280,3,1,0,RandD,high,1
11088,13872,0.52,0.69,5,208,8,1,0,RandD,low,1
11089,13873,0.44,0.66,6,134,8,0,0,RandD,high,1
11090,13874,0.7,0.7,3,162,8,0,0,RandD,high,1
11091,13875,0.63,0.52,5,209,8,1,0,RandD,low,1
11092,13876,0.89,0.59,3,265,8,0,0,RandD,low,1
11093,13877,0.96,0.85,4,173,3,0,0,marketing,high,1
11094,13878,0.98,0.99,4,261,10,1,0,sales,low,1
11095,13879,0.62,0.82,3,204,10,0,0,accounting,medium,1
11096,13880,0.62,0.73,3,144,10,1,0,support,high,1
11097,13881,0.69,0.43,5,113,8,0,0,technical,medium,1
11098,13882,0.5,0.91,4,144,8,0,0,management,medium,1
11099,13883,0.71,0.93,5,140,8,0,0,marketing,medium,1
11100,13884,0.5,0.68,3,245,4,0,0,marketing,medium,1
11101,13885,0.93,0.6,3,188,3,0,0,marketing,high,1
11102,13886,0.95,0.77,5,199,10,1,0,sales,medium,1
11103,13887,0.17,0.61,6,154,10,1,0,sales,medium,1
11104,13888,0.92,0.68,4,138,7,0,0,sales,medium,1
11105,13889,0.64,0.48,3,147,7,0,0,sales,high,1
11106,13890,0.27,0.42,6,173,7,0,0,sales,medium,1
11107,13891,0.66,0.87,3,223,7,0,0,sales,high,1
11108,13892,0.59,0.69,3,200,3,0,0,sales,low,1
11109,13893,0.93,0.98,4,189,10,0,0,sales,medium,1
11110,13894,0.58,0.67,5,133,10,0,0,technical,medium,1
11111,13895,0.96,0.6,3,160,10,0,0,support,medium,1
11112,13896,0.69,0.85,3,153,10,0,0,support,medium,1
11113,13897,0.41,0.38,4,142,10,1,0,support,low,1
11114,13898,0.36,0.41,3,167,10,0,0,support,low,1
11115,13899,0.71,0.78,4,227,2,0,0,support,low,1
11116,13900,0.94,0.9,4,144,4,0,0,support,low,1
11117,13901,0.51,0.76,4,140,3,0,0,support,low,1
11118,13902,0.83,0.48,4,220,3,1,0,support,low,1
11119,13903,0.22,0.62,3,180,3,0,0,support,low,1
11120,13904,0.66,0.89,4,173,4,0,0,support,low,1
11121,13905,0.14,0.58,3,179,5,0,0,support,low,1
11122,13906,0.16,0.96,5,137,5,1,0,technical,low,1
11123,13907,0.81,0.78,3,165,3,0,0,technical,high,1
11124,13908,0.73,0.94,3,177,3,0,0,technical,low,1
11125,13909,0.7,0.58,5,168,3,0,0,management,low,1
11126,13910,0.62,0.73,3,245,4,0,0,IT,low,1
11127,13911,0.5,0.83,5,258,2,0,0,IT,low,1
11128,13912,0.7,0.88,3,159,2,0,0,IT,high,1
11129,13913,0.53,0.73,3,163,3,1,0,IT,low,1
11130,13914,0.87,0.9,3,174,2,0,0,IT,low,1
11131,13915,0.59,0.6,3,214,2,1,0,product_mng,low,1
11132,13916,0.94,0.67,4,191,3,1,0,product_mng,high,1
11133,13917,0.2,0.53,5,272,5,0,0,product_mng,low,1
11134,13918,0.42,0.44,3,183,2,0,0,product_mng,medium,1
11135,13919,0.43,0.66,4,135,2,0,0,IT,high,1
11136,13920,0.43,0.76,6,154,2,0,0,management,high,1
11137,13921,0.77,0.86,5,238,3,0,0,management,high,1
11138,13922,0.76,0.98,2,235,3,0,0,management,high,1
11139,13923,0.82,0.9,3,215,4,0,0,management,high,1
11140,13924,0.75,0.66,5,234,2,0,0,management,high,1
11141,13925,0.63,0.98,4,187,3,0,0,management,high,1
11142,13926,0.51,0.75,3,133,3,0,0,sales,medium,1
11143,13927,0.23,0.7,3,123,5,0,0,sales,medium,1
11144,13928,0.77,0.58,4,202,3,0,0,sales,medium,1
11145,13929,0.54,0.63,4,140,3,0,0,sales,medium,1
11146,13930,0.63,0.85,4,182,3,1,0,sales,high,1
11147,13931,0.55,0.45,3,179,2,1,0,sales,low,1
11148,13932,0.31,0.63,3,150,3,1,0,sales,medium,1
11149,13933,0.98,0.74,4,151,3,0,0,sales,medium,1
11150,13934,0.16,0.95,6,117,7,0,0,sales,medium,1
11151,13935,0.54,0.78,3,156,7,0,0,sales,medium,1
11152,13936,0.73,0.48,3,211,7,0,0,sales,medium,1
11153,13937,0.16,0.63,6,286,7,0,1,sales,medium,1
11154,13938,0.57,0.82,5,233,7,0,1,sales,medium,1
11155,13939,0.88,0.88,4,222,3,1,1,sales,medium,1
11156,13940,0.95,0.81,4,258,7,0,1,sales,medium,1
11157,13941,0.93,0.7,5,231,7,0,1,sales,high,1
11158,13942,0.91,0.58,3,220,7,0,1,sales,low,1
11159,13943,0.77,0.82,4,134,3,0,1,sales,low,1
11160,13944,0.24,0.94,6,141,3,1,0,sales,low,1
11161,13945,0.74,0.74,5,160,3,1,0,sales,high,1
11162,13946,0.53,0.59,4,259,3,0,0,sales,low,1
11163,13947,0.89,0.77,5,232,3,0,0,sales,low,1
11164,13948,0.23,0.77,5,272,2,0,0,sales,low,1
11165,13949,0.69,0.66,3,215,6,0,0,sales,high,1
11166,13950,0.52,0.72,4,222,3,0,0,sales,low,1
11167,13951,0.9,0.58,3,244,8,0,0,sales,low,1
11168,13952,0.92,0.63,5,224,8,1,0,sales,low,1
11169,13953,0.72,0.59,5,200,8,1,0,sales,low,1
11170,13954,0.92,0.61,4,143,8,0,0,sales,low,1
11171,13955,0.79,0.86,5,238,8,0,0,sales,low,1
11172,13956,0.48,0.89,4,145,3,0,0,sales,low,1
11173,13957,0.27,0.76,4,108,10,0,0,sales,medium,1
11174,13958,0.67,0.49,3,247,10,0,0,sales,medium,1
11175,13959,0.48,0.7,3,213,10,0,0,sales,medium,1
11176,13960,0.99,0.6,4,209,8,1,0,IT,medium,1
11177,13961,0.49,0.88,4,240,8,0,0,product_mng,medium,1
11178,13962,0.39,0.45,3,100,8,1,0,product_mng,medium,1
11179,13963,0.99,0.92,4,265,4,1,0,product_mng,medium,1
11180,13964,0.78,0.57,3,209,3,0,0,product_mng,medium,1
11181,13965,0.5,0.73,3,154,10,0,0,IT,medium,1
11182,13966,0.61,0.79,5,230,10,0,0,management,high,1
11183,13967,0.88,0.6,4,208,7,0,1,management,high,1
11184,13968,0.44,0.44,2,141,7,1,1,management,high,1
11185,13969,0.73,0.78,3,262,7,1,1,management,high,1
11186,13970,0.58,0.84,4,206,7,0,1,management,high,1
11187,13971,0.74,0.98,3,166,3,1,1,management,high,1
11188,13972,0.32,0.48,4,117,10,0,1,marketing,medium,1
11189,13973,0.88,0.83,4,273,10,0,0,sales,medium,1
11190,13974,0.81,0.9,4,270,10,0,0,accounting,medium,1
11191,13975,0.59,0.92,3,138,10,0,0,support,low,1
11192,13976,0.79,0.65,3,235,10,0,0,technical,low,1
11193,13977,0.92,0.64,4,190,10,1,0,management,low,1
11194,13978,0.76,0.85,3,192,3,0,0,marketing,low,1
11195,13979,0.91,0.65,5,214,3,1,0,marketing,low,1
11196,13980,0.8,0.84,4,242,2,1,0,marketing,low,1
11197,13981,0.73,0.72,4,233,2,0,0,sales,low,1
11198,13982,0.88,0.53,3,218,4,0,0,sales,low,1
11199,13983,0.65,0.4,5,125,4,0,0,sales,low,1
11200,13984,0.84,0.5,4,178,2,0,0,sales,low,1
11201,13985,0.93,0.5,5,272,3,0,0,sales,low,1
11202,13986,0.64,0.6,3,265,4,0,0,sales,low,1
11203,13987,0.66,0.72,4,271,3,0,0,sales,low,1
11204,13988,0.76,0.56,3,179,3,1,0,sales,low,1
11205,13989,0.34,0.72,3,118,4,0,0,IT,low,1
11206,13990,0.48,0.8,4,196,5,0,0,product_mng,low,1
11207,13991,0.79,0.61,4,173,2,0,0,product_mng,low,1
11208,13992,0.82,0.67,4,156,3,0,0,product_mng,low,1
11209,13993,0.51,0.71,2,180,3,0,0,product_mng,low,1
11210,13994,0.84,0.78,4,263,3,0,0,IT,low,1
11211,13995,0.66,0.79,5,134,3,0,0,management,high,1
11212,13996,0.72,0.88,3,189,3,1,0,management,high,1
11213,13997,0.53,0.91,4,167,4,0,0,management,high,1
11214,13998,0.81,0.8,5,132,2,1,0,management,high,1
11215,13999,0.58,0.9,3,209,2,0,0,management,high,1
11216,14000,0.82,0.56,2,227,5,1,0,management,high,1
11217,14001,0.72,0.99,4,239,3,0,0,marketing,medium,1
11218,14002,0.9,0.54,4,172,4,0,0,sales,medium,1
11219,14003,0.98,0.91,3,188,4,0,0,accounting,medium,1
11220,14004,0.56,0.74,3,265,3,0,0,support,medium,1
11221,14005,0.77,0.82,3,153,3,1,0,technical,medium,1
11222,14006,0.61,0.89,4,242,2,0,0,management,medium,1
11223,14007,0.97,0.61,4,262,3,1,1,marketing,medium,1
11224,14008,0.64,0.55,3,246,2,0,1,marketing,high,1
11225,14009,0.99,0.97,4,211,2,0,1,marketing,low,1
11226,14010,0.61,0.42,3,145,4,0,1,sales,medium,1
11227,14011,0.72,0.71,4,256,3,0,1,sales,medium,1
11228,14012,0.67,0.91,2,245,2,1,1,sales,medium,1
11229,14013,0.9,0.56,3,151,3,0,0,sales,medium,1
11230,14014,0.9,0.73,4,245,2,0,0,sales,low,1
11231,14015,0.63,0.61,4,171,3,0,0,sales,low,1
11232,14016,0.64,0.88,3,252,2,0,0,sales,low,1
11233,14017,0.44,0.65,3,175,2,0,0,IT,low,1
11234,14018,0.64,0.94,4,210,3,0,0,product_mng,low,1
11235,14019,0.65,0.95,2,180,2,0,0,product_mng,low,1
11236,14020,0.69,0.9,5,103,5,0,0,product_mng,low,1
11237,14021,0.93,0.51,4,110,3,0,0,product_mng,low,1
